Crop,Nitrogen (N),Phosphorus (P),Potassium (K),pH,Rainfall (mm),Temperature (°C),Humidity (%),Yield (t/ha)
Jowar,69.85,36.42,36.9,7.06,476.12,38.72,53.19,2.54
Jowar,125.11,20.1,56.36,6.39,649.66,30.28,50.44,2.23
Jowar,149.46,35.79,42.66,6.21,646.75,38.73,56.63,1.83
Jowar,176.66,23.19,38.74,6.93,534.77,29.1,40.98,2.47
Jowar,62.18,79.75,58.11,4.89,693.96,29.45,50.11,2.35
Jowar,177.27,35.56,116.27,7.21,349.89,35.74,59.04,2.51
Jowar,160.26,66.64,104.18,6.24,616.06,30.19,41.79,2.45
Jowar,85.4,72.76,33.1,5.34,729.76,37.35,49.57,2.31
Jowar,61.39,86.66,111.96,6.53,784.93,30.6,53.82,2.22
Jowar,178.65,80.06,76.61,7.37,446.02,39.97,46.92,2.19
Jowar,65.01,87.08,60.5,6.01,632.5,36.22,57.2,2.65
Jowar,166.03,36.96,109.71,7.66,796.53,30.53,53.12,2.19
Jowar,130.69,57.21,47.16,7.23,539.39,37.58,41.33,2.38
Jowar,159.95,86.48,97.22,7.11,418.16,33.83,46.31,2.51
Jowar,70.77,46.98,60.13,4.73,461.98,28.16,53.2,2.58
Jowar,91.15,24.43,93.05,7.66,414.62,37.94,49.47,2.14
Jowar,151.9,85.57,85.97,5.97,322.52,31.82,51.37,2.14
Jowar,87.91,49.98,21.69,8.23,336.01,34.79,58.37,2.67
Jowar,69.61,42.47,74.71,5.93,345.66,36.65,51.85,2.61
Jowar,100.84,31.08,21.49,6.99,300.26,29.65,45.07,2.76
Jowar,52.57,41.52,114.08,6.79,626.01,29.15,54.58,2.5
Jowar,130.62,48.42,76.64,6.59,773.32,32.84,50.64,2.23
Jowar,107.74,25.59,80.19,7.58,407.81,29.98,49.81,2.75
Jowar,137.36,87.47,73.48,6.4,637.48,28.34,59.18,2.77
Jowar,171.04,85.85,88.49,8.1,572.35,32.23,56.81,2.43
Jowar,86.03,33.19,115.38,7.19,357.64,29.1,55.4,2.3
Jowar,57.46,23.2,32.11,4.78,692.82,35.64,43.63,2.74
Jowar,118.83,51.93,112.17,6.42,543.14,32.54,59.86,2.14
Jowar,118.58,47.7,50.92,7.16,655.48,28.01,48.42,2.27
Jowar,163.87,26.23,101.62,6.04,586.2,35.12,58.47,2.6
Jowar,160.11,22.31,60.67,5.91,473.78,36.29,40.68,2.41
Jowar,119.11,63.15,116.29,6.27,318.82,36.87,59.5,2.23
Jowar,59.23,68.72,42.27,5.32,354.95,35.62,53.0,2.39
Jowar,62.61,31.28,61.35,5.33,659.51,30.15,47.0,2.18
Jowar,125.97,84.13,82.08,6.74,449.85,39.85,57.07,2.3
Jowar,100.85,40.9,53.04,5.55,496.74,39.07,48.28,2.4
Jowar,83.03,38.02,27.3,8.09,750.56,39.08,54.91,2.31
Jowar,73.94,69.4,105.77,5.6,764.0,35.07,55.06,2.34
Jowar,162.79,38.47,72.58,7.2,525.45,30.72,57.62,2.32
Jowar,98.82,62.38,67.7,8.24,373.05,28.57,46.56,2.23
Jowar,147.88,56.57,105.81,5.58,794.16,36.03,50.66,2.5
Jowar,58.07,68.39,31.51,6.41,303.99,38.73,51.42,2.62
Jowar,112.6,33.49,83.03,7.64,321.68,31.92,57.98,2.31
Jowar,74.22,23.0,47.81,6.23,592.8,38.31,42.51,2.71
Jowar,125.53,59.66,102.3,5.07,452.19,39.15,42.97,2.48
Jowar,104.61,80.09,106.43,6.62,368.18,29.38,54.68,2.27
Jowar,127.92,78.77,116.38,6.72,597.45,30.28,51.65,2.09
Jowar,76.55,45.23,49.83,5.54,761.35,35.31,58.89,2.69
Jowar,71.2,57.94,57.1,8.04,463.63,32.65,41.69,2.45
Jowar,59.0,80.06,39.49,6.33,714.41,29.89,53.41,2.65
Jowar,42.62,36.24,65.08,6.82,391.56,32.88,53.12,2.12
Jowar,156.37,22.29,99.15,8.45,700.5,32.75,56.43,2.49
Jowar,119.67,39.64,95.33,8.34,625.56,36.53,57.94,2.76
Jowar,164.5,24.51,46.35,8.47,344.84,35.95,49.75,2.87
Jowar,71.97,75.58,103.47,8.29,451.05,38.1,41.17,2.74
Jowar,65.36,72.61,92.98,7.52,604.75,31.36,47.82,2.89
Jowar,179.16,63.65,43.38,5.05,679.39,30.39,42.67,2.67
Jowar,72.16,35.36,45.36,6.37,795.75,30.59,57.56,2.69
Jowar,99.89,51.94,113.28,4.54,333.86,36.31,53.41,2.59
Jowar,84.13,82.91,25.67,5.61,539.19,35.32,55.02,2.39
Jowar,64.23,36.16,78.17,7.58,485.1,28.67,58.83,2.56
Jowar,150.94,23.27,74.02,6.33,314.52,31.25,58.36,2.36
Jowar,151.6,84.21,21.64,6.32,773.27,37.59,56.19,2.58
Jowar,48.19,77.0,92.22,8.17,698.53,31.51,57.62,2.63
Jowar,148.67,27.11,111.73,7.07,429.47,38.6,49.25,2.42
Jowar,124.1,80.36,112.57,4.7,430.23,29.27,55.73,2.29
Jowar,168.87,30.79,87.76,7.02,479.88,34.5,50.74,2.23
Jowar,152.37,60.95,88.81,6.04,332.04,29.87,51.98,2.93
Jowar,111.0,71.76,114.72,6.44,679.12,31.38,45.09,2.31
Jowar,58.2,26.02,24.71,6.62,684.71,28.92,43.73,2.3
Jowar,177.55,58.7,100.73,7.47,783.01,28.5,53.94,3.03
Jowar,160.81,53.93,89.36,7.69,788.0,28.89,57.1,2.67
Jowar,122.29,63.36,45.18,5.92,766.27,35.18,47.05,2.17
Jowar,64.57,83.37,114.53,7.49,748.7,29.31,42.04,2.26
Jowar,43.0,80.0,34.97,4.95,424.89,34.69,43.64,2.67
Jowar,93.55,87.07,110.88,7.46,642.55,31.13,57.58,2.84
Jowar,176.66,40.61,64.28,8.12,300.75,34.47,43.91,2.79
Jowar,86.28,38.97,22.08,5.16,559.28,34.1,51.6,2.53
Jowar,111.05,44.46,81.21,8.0,730.09,35.37,47.55,2.64
Jowar,95.62,64.43,40.92,8.29,548.42,35.49,58.08,2.85
Jowar,65.9,84.49,67.42,7.68,598.87,31.8,44.66,2.63
Jowar,88.9,25.86,100.95,5.04,376.81,33.02,57.72,2.7
Jowar,61.13,40.01,27.13,8.2,627.06,34.87,58.55,2.91
Jowar,146.04,69.08,60.22,6.24,409.18,29.82,46.35,2.38
Jowar,97.2,77.87,92.27,7.16,531.64,36.64,43.08,2.57
Jowar,112.01,65.24,75.12,4.89,488.49,32.02,45.18,2.48
Jowar,146.44,22.83,47.26,6.64,402.38,29.28,53.09,2.73
Jowar,159.07,26.61,102.88,7.63,378.52,37.83,41.67,2.19
Jowar,163.68,69.79,73.83,7.98,486.06,31.55,53.25,2.2
Jowar,146.9,27.68,52.67,6.73,795.72,31.58,40.17,2.42
Jowar,58.7,78.58,20.1,7.68,329.24,31.71,46.11,2.75
Jowar,107.26,78.23,72.08,7.6,757.78,33.97,52.77,3.02
Jowar,161.83,72.43,97.51,4.98,779.88,35.65,45.64,2.38
Jowar,140.08,50.53,34.48,4.8,448.1,30.16,52.21,2.55
Jowar,79.81,62.82,73.19,7.68,391.51,31.67,41.28,2.81
Jowar,160.66,80.61,29.0,7.95,768.83,39.0,51.37,2.76
Jowar,125.32,88.37,47.77,7.26,523.26,37.9,48.13,2.62
Jowar,47.98,81.26,62.22,4.58,649.15,29.33,50.99,2.58
Jowar,40.75,85.54,94.8,6.66,644.09,30.02,40.04,2.59
Jowar,85.73,32.56,44.43,6.62,736.48,28.05,52.64,2.74
Jowar,117.44,31.33,61.79,7.74,417.47,36.52,58.71,2.71
Jowar,114.76,50.25,102.26,7.53,683.65,28.75,49.02,2.88
Jowar,117.81,82.27,108.2,6.51,766.78,38.29,43.55,2.79
Jowar,97.05,72.29,70.57,7.04,741.38,30.45,56.29,2.27
Jowar,145.01,73.76,37.7,6.32,741.64,39.56,58.26,2.5
Jowar,66.58,66.47,99.11,5.3,782.57,29.3,59.46,2.82
Jowar,115.68,55.57,117.08,5.9,412.8,35.31,41.98,2.66
Jowar,139.15,73.5,114.1,4.58,664.16,28.76,49.54,2.88
Jowar,131.09,49.57,82.91,5.98,776.33,33.79,47.71,2.48
Jowar,131.59,38.65,97.03,6.98,749.43,34.46,42.01,2.49
Jowar,104.49,55.22,31.07,8.38,533.54,33.34,48.2,2.07
Jowar,132.5,32.47,87.56,8.46,621.63,34.49,45.98,2.74
Jowar,91.61,86.73,59.93,6.04,710.95,29.81,47.82,2.74
Jowar,68.58,63.17,79.32,8.06,587.37,29.13,46.47,2.94
Jowar,133.96,63.98,20.9,6.28,381.25,31.91,52.05,2.46
Jowar,106.53,73.54,61.2,6.86,730.83,28.27,45.36,2.63
Jowar,126.62,53.91,76.24,6.71,798.51,28.76,48.76,2.32
Jowar,126.49,59.97,60.56,4.8,639.86,31.06,47.04,2.38
Jowar,158.58,27.88,66.2,5.66,554.53,37.63,56.04,1.92
Jowar,153.18,27.48,58.08,7.61,471.68,32.78,51.63,2.66
Jowar,150.93,31.67,84.0,7.72,566.85,31.18,46.32,2.66
Jowar,62.96,29.77,65.87,6.09,385.45,38.03,59.73,2.34
Jowar,157.58,32.54,73.46,5.51,444.94,35.22,41.22,2.07
Jowar,66.59,66.6,24.11,6.43,300.27,38.53,51.46,2.45
Jowar,123.3,53.16,103.34,7.47,633.38,34.49,44.74,2.68
Jowar,174.42,75.18,111.52,4.69,792.12,30.84,42.99,2.64
Jowar,146.37,48.23,79.22,7.98,406.43,36.16,54.4,2.2
Jowar,80.99,59.06,96.73,5.27,308.64,39.62,47.15,2.3
Jowar,178.67,50.24,76.95,6.51,519.14,34.5,56.89,2.1
Jowar,98.02,64.99,23.49,4.95,309.75,29.42,49.44,2.55
Jowar,57.2,36.16,111.89,5.71,675.06,33.13,57.77,2.63
Jowar,133.14,86.83,75.86,8.22,597.65,28.52,49.68,2.47
Jowar,45.41,29.92,97.81,4.97,709.25,32.49,46.02,2.79
Jowar,99.57,32.48,113.89,5.22,518.09,33.73,46.31,2.32
Jowar,128.93,66.19,63.96,4.62,604.49,31.98,44.31,2.21
Jowar,85.6,61.81,80.08,5.81,494.4,34.49,53.69,2.5
Jowar,71.53,20.43,103.04,8.38,348.19,37.89,44.64,2.41
Jowar,165.93,23.94,94.1,6.08,409.08,29.99,56.58,2.89
Jowar,49.52,70.2,67.23,8.19,629.21,39.36,58.61,2.27
Jowar,115.05,58.19,44.64,5.89,531.66,29.88,55.45,2.23
Jowar,63.94,60.91,50.53,7.23,460.49,36.1,51.08,2.28
Jowar,85.88,45.78,28.4,4.77,456.31,32.87,59.55,2.82
Jowar,46.6,41.6,29.27,6.29,467.99,28.63,57.03,2.4
Jowar,59.76,50.69,72.89,7.47,682.34,35.66,47.13,2.76
Jowar,104.57,44.95,50.03,7.72,666.12,29.35,55.79,2.35
Jowar,86.67,54.18,73.43,5.39,444.69,38.82,44.06,2.43
Jowar,150.25,68.19,43.96,7.08,362.41,30.61,41.66,3.11
Jowar,114.89,32.26,111.36,4.77,513.56,28.45,49.49,2.16
Jowar,41.35,77.9,63.48,5.76,697.2,33.76,49.5,2.65
Jowar,132.53,84.86,92.89,6.43,522.59,31.67,46.53,2.56
Jowar,119.03,27.52,62.49,6.41,702.89,34.14,42.03,2.37
Jowar,93.05,31.38,100.91,6.86,548.28,36.82,48.85,2.99
Jowar,95.45,61.14,77.56,8.05,332.65,31.72,44.2,2.32
Jowar,120.52,75.32,88.95,4.95,785.83,32.1,52.19,2.31
Jowar,120.84,57.19,43.4,8.22,566.13,34.65,49.59,2.46
Jowar,113.09,83.32,37.02,5.68,652.14,34.48,48.19,2.36
Jowar,81.66,72.58,110.09,7.18,438.47,39.25,55.53,2.45
Jowar,155.34,82.29,52.86,7.34,519.02,34.73,57.54,2.17
Jowar,143.87,78.98,25.13,5.07,474.26,34.24,58.91,2.19
Jowar,158.4,78.7,102.0,5.7,665.56,35.31,57.94,2.62
Jowar,103.26,25.74,21.44,5.81,570.22,35.67,58.15,2.32
Jowar,150.59,75.64,40.61,6.49,782.74,39.11,56.22,2.4
Jowar,113.27,25.81,92.61,7.05,736.92,34.28,47.82,2.57
Jowar,51.47,37.2,118.61,6.47,675.99,38.19,42.28,2.79
Jowar,120.7,82.13,22.27,7.68,569.39,31.3,58.33,2.22
Jowar,156.68,51.17,77.71,5.98,721.86,34.87,56.92,2.08
Jowar,121.93,35.47,98.93,4.86,373.9,38.34,58.49,2.6
Jowar,105.06,72.43,96.88,7.18,552.3,37.01,55.09,2.31
Jowar,144.22,28.53,44.11,6.84,397.58,36.08,40.4,3.13
Jowar,83.03,65.24,51.51,4.99,566.32,38.23,59.7,2.54
Jowar,114.36,77.84,99.76,7.92,661.75,28.51,41.18,2.48
Jowar,140.05,34.46,26.97,5.87,463.87,38.55,45.99,2.43
Jowar,93.08,48.14,111.5,4.82,648.58,37.44,49.92,2.39
Jowar,73.88,63.31,90.43,7.01,599.79,34.82,44.18,2.22
Jowar,157.82,50.11,56.67,8.32,572.28,39.71,59.53,2.32
Jowar,73.52,54.11,38.59,5.89,625.33,38.33,56.41,2.56
Jowar,95.0,67.52,24.26,5.04,738.61,29.22,45.8,2.32
Jowar,116.26,49.53,96.57,6.01,543.08,33.48,57.11,2.49
Jowar,112.97,46.44,45.49,4.77,302.34,38.97,45.9,2.43
Jowar,104.66,86.42,83.46,5.32,317.48,29.26,59.98,2.25
Jowar,97.34,38.59,117.53,8.35,567.71,37.82,58.38,2.86
Jowar,41.16,29.99,61.97,6.19,573.43,29.62,59.6,2.59
Jowar,128.73,67.35,65.33,6.62,766.81,34.11,42.05,2.21
Jowar,120.52,23.14,69.53,5.54,697.12,39.12,51.51,2.34
Jowar,127.74,68.44,20.36,5.19,678.09,39.01,57.21,2.08
Jowar,77.75,42.39,116.09,4.95,439.11,35.36,49.09,2.48
Jowar,115.27,82.49,33.58,6.46,653.46,37.97,55.34,2.0
Jowar,174.38,88.96,98.88,7.53,310.64,39.61,56.12,2.65
Jowar,147.19,22.46,50.51,5.33,719.57,37.85,55.51,2.2
Jowar,102.05,72.32,116.18,5.39,332.5,33.92,50.97,2.49
Jowar,102.93,78.06,29.43,7.37,417.02,32.86,55.22,2.22
Jowar,155.63,81.13,116.93,5.25,356.36,39.42,43.86,2.29
Jowar,63.36,22.77,46.2,7.12,363.86,29.6,45.29,2.74
Jowar,89.85,52.33,20.73,7.53,747.22,35.33,54.48,2.94
Jowar,136.53,78.72,47.21,6.76,333.14,28.68,53.8,2.63
Jowar,48.33,53.79,81.61,4.9,690.39,38.08,52.86,2.7
Jowar,116.16,52.59,78.74,7.44,617.15,29.73,55.01,2.09
Jowar,68.66,32.42,27.81,6.48,791.48,38.39,51.49,2.57
Jowar,77.1,82.31,84.57,5.36,449.27,29.73,45.79,2.4
Jowar,93.56,50.21,88.75,5.36,714.22,28.62,43.85,2.56
Jowar,137.22,31.89,113.43,5.11,537.45,29.79,47.99,2.83
Jowar,97.97,29.49,77.12,5.29,689.72,30.84,57.87,2.57
Jowar,105.08,62.34,23.0,4.88,779.22,35.0,40.2,2.51
Jowar,104.6,63.07,28.95,7.51,698.97,39.59,40.52,2.73
Jowar,55.28,57.84,58.07,4.67,317.3,33.42,43.2,1.98
Jowar,43.49,77.65,51.62,8.19,627.54,33.95,43.71,2.47
Jowar,179.83,27.77,36.72,7.73,686.74,36.92,55.85,2.78
Jowar,47.53,88.49,102.51,7.54,303.14,31.08,44.9,2.44
Jowar,65.71,30.1,84.79,4.56,446.57,37.44,58.05,2.4
Jowar,142.56,85.56,93.04,6.83,593.86,37.06,42.84,2.65
Jowar,106.42,32.62,81.7,5.33,452.55,37.88,55.96,2.65
Jowar,105.85,25.52,66.56,7.77,476.56,29.13,58.46,2.83
Jowar,58.75,86.36,102.72,5.94,660.1,28.29,59.41,2.38
Jowar,55.46,86.86,73.7,8.19,318.53,29.27,51.5,2.47
Jowar,96.64,73.02,48.55,6.93,345.46,37.67,50.81,2.25
Jowar,177.29,67.21,32.69,6.35,539.48,33.14,57.58,2.44
Jowar,77.69,51.93,22.36,7.5,799.56,38.89,50.0,2.16
Jowar,44.55,40.41,104.64,5.02,788.21,39.72,42.19,2.64
Jowar,143.18,73.49,113.33,7.57,518.59,28.52,48.07,2.66
Jowar,67.63,42.82,43.05,6.66,603.96,36.76,42.56,2.44
Jowar,45.47,31.04,42.4,8.36,554.93,31.25,58.89,2.33
Jowar,49.23,31.65,94.35,6.47,393.75,36.57,40.19,2.61
Jowar,166.37,20.1,40.81,5.37,769.4,29.78,40.29,2.54
Jowar,140.0,48.23,43.93,4.94,559.5,30.98,45.83,2.52
Jowar,148.94,89.95,32.13,4.98,302.41,34.19,51.43,2.52
Jowar,145.42,63.94,102.04,5.06,777.47,38.2,47.69,2.45
Jowar,121.48,57.24,97.33,7.41,547.24,39.21,54.84,2.48
Jowar,82.03,89.23,115.1,8.27,494.1,34.5,54.66,2.15
Jowar,76.12,37.15,25.07,8.19,733.3,34.57,49.6,2.77
Jowar,56.62,26.77,103.5,8.31,557.52,36.21,44.98,1.89
Jowar,84.57,66.35,75.53,5.98,341.24,29.15,57.65,2.48
Jowar,176.19,33.24,45.98,7.89,679.61,39.55,46.18,2.79
Jowar,73.48,48.9,23.0,5.79,306.02,32.36,46.48,2.82
Jowar,160.85,50.24,34.83,4.71,425.19,34.98,54.08,2.38
Jowar,140.94,76.71,90.63,6.66,329.28,29.66,57.62,2.75
Jowar,123.5,73.69,116.81,5.1,760.33,35.83,50.27,2.66
Jowar,110.11,24.9,46.21,5.8,745.34,29.69,50.62,2.62
Jowar,83.62,86.57,42.23,8.48,756.37,35.65,43.85,2.64
Jowar,53.26,74.01,115.04,6.71,308.7,31.54,43.19,2.34
Jowar,150.08,88.22,54.6,4.57,643.31,39.26,52.57,2.77
Jowar,44.44,52.53,37.29,4.72,632.78,38.71,42.29,2.45
Jowar,104.16,22.07,92.34,7.48,342.63,34.74,50.45,2.52
Jowar,142.9,84.77,62.72,5.9,387.89,39.8,42.54,2.76
Jowar,109.69,50.06,95.14,5.4,432.25,34.39,47.49,2.76
Jowar,145.55,41.84,92.54,8.38,707.45,38.69,58.27,2.45
Jowar,159.3,40.99,102.52,4.6,372.16,33.28,59.75,2.65
Jowar,109.89,72.05,82.59,5.32,611.02,31.99,40.14,2.47
Jowar,99.06,54.38,60.98,5.18,374.45,30.82,51.17,2.21
Jowar,57.67,52.12,115.27,6.08,770.1,37.08,54.99,2.8
Jowar,89.15,68.92,60.02,5.11,723.65,36.44,47.75,2.48
Jowar,127.0,50.94,119.78,7.91,365.01,39.8,59.13,2.04
Jowar,156.18,66.37,77.82,7.06,434.78,35.48,49.47,2.68
Jowar,55.24,55.72,70.06,6.43,480.8,28.44,59.5,2.46
Jowar,83.06,41.51,61.93,7.46,417.65,38.37,56.23,2.63
Jowar,52.16,75.34,63.28,5.51,489.2,29.83,42.21,2.48
Jowar,175.79,66.19,47.64,5.63,478.46,34.9,43.44,2.27
Jowar,139.44,54.51,39.56,6.7,709.18,37.2,42.02,2.23
Jowar,71.55,67.4,98.9,6.5,301.26,36.02,44.67,2.45
Jowar,113.95,39.41,100.14,6.65,732.0,37.68,54.48,2.75
Jowar,154.32,89.51,38.17,5.14,733.09,28.22,56.93,2.49
Jowar,79.06,76.15,38.65,7.95,739.08,31.73,53.13,2.69
Jowar,40.59,86.22,69.67,4.9,455.48,36.93,50.56,2.67
Jowar,178.24,34.18,26.25,7.3,664.99,38.47,47.7,2.71
Jowar,46.93,26.26,47.6,8.25,714.04,35.47,58.25,2.67
Jowar,56.35,27.49,88.99,7.49,404.93,39.03,49.5,2.26
Jowar,54.69,64.12,58.8,8.21,626.12,32.98,55.61,2.35
Jowar,126.36,72.59,25.09,6.53,680.28,39.28,53.67,2.79
Jowar,86.01,45.53,20.94,4.98,722.7,35.63,56.43,2.71
Jowar,114.22,69.43,22.26,8.19,403.02,33.25,44.47,2.15
Jowar,59.26,52.76,96.05,7.36,718.56,34.27,40.07,2.37
Jowar,43.85,68.32,31.11,6.96,533.97,39.35,42.12,2.64
Jowar,122.33,89.15,45.13,6.46,746.88,36.12,57.58,2.48
Jowar,71.74,51.32,61.92,7.95,360.31,30.38,46.78,2.52
Jowar,140.28,45.64,55.19,7.97,699.13,34.56,53.47,2.48
Jowar,133.68,40.52,99.84,5.04,550.25,28.18,53.03,2.96
Jowar,45.33,89.53,80.25,7.55,381.13,37.89,47.81,2.05
Jowar,133.29,21.39,100.08,7.23,575.74,38.16,45.19,2.33
Jowar,168.01,45.53,94.86,8.01,645.05,30.95,56.99,2.71
Jowar,157.42,82.63,102.35,6.05,371.02,31.86,54.72,3.07
Jowar,173.7,65.41,96.68,8.07,408.79,32.37,59.58,2.52
Jowar,137.28,63.4,106.57,6.81,378.27,38.18,54.06,2.38
Jowar,167.8,71.7,80.07,7.74,551.69,30.64,40.2,2.98
Jowar,60.63,45.78,27.13,6.41,707.02,31.8,44.57,2.2
Jowar,139.81,37.15,86.77,8.24,575.02,32.66,45.82,2.84
Jowar,53.09,42.81,102.02,8.02,731.25,30.79,51.0,2.45
Jowar,154.84,60.96,62.45,8.34,429.79,39.92,49.81,2.79
Jowar,144.22,84.01,31.12,6.68,460.03,30.96,46.74,2.74
Jowar,122.92,73.56,69.78,4.89,546.34,37.69,42.68,2.63
Jowar,129.53,73.37,101.21,6.35,481.14,29.86,57.08,2.54
Jowar,143.34,89.35,97.17,6.19,376.75,37.44,48.7,2.74
Jowar,101.82,21.91,40.36,7.81,531.29,29.7,47.16,2.27
Jowar,179.29,72.68,68.12,7.39,702.75,37.06,49.61,2.55
Jowar,71.96,21.12,38.57,6.27,408.26,33.84,46.14,2.71
Jowar,65.35,23.49,76.26,5.83,551.63,31.89,49.18,2.07
Jowar,177.38,82.55,38.59,6.56,685.29,32.73,50.56,2.48
Jowar,131.38,46.41,40.69,6.41,508.31,31.01,40.21,2.57
Jowar,87.36,70.86,116.69,6.1,333.8,38.02,44.13,2.38
Jowar,141.08,78.51,80.74,6.13,601.87,30.61,50.58,2.57
Jowar,168.59,56.63,59.34,7.22,635.91,28.36,45.26,2.67
Jowar,88.56,21.78,72.48,7.84,690.09,37.33,45.19,2.84
Jowar,143.91,86.99,52.74,7.92,686.0,33.69,51.55,2.33
Jowar,85.03,51.52,93.67,6.5,304.42,30.3,53.12,2.58
Bajra,75.66,50.54,27.7,7.32,740.92,34.0,46.78,2.37
Bajra,69.41,48.17,103.73,6.32,563.48,29.77,43.62,2.07
Bajra,172.12,30.31,30.33,7.55,403.12,28.72,43.52,2.19
Bajra,175.62,27.46,36.44,7.62,625.62,33.88,52.13,1.68
Bajra,80.45,78.6,60.41,6.71,378.81,38.6,47.44,2.12
Bajra,69.03,79.95,37.92,4.62,351.78,33.1,51.57,2.03
Bajra,119.61,58.47,29.57,8.42,390.09,32.96,59.22,1.97
Bajra,116.49,80.78,65.06,8.03,434.32,37.95,41.21,2.3
Bajra,51.25,84.67,64.56,7.61,679.74,39.06,56.12,2.23
Bajra,65.86,78.46,38.35,8.17,770.68,31.49,43.97,1.8
Bajra,153.17,31.19,47.86,6.27,488.37,30.69,42.26,2.44
Bajra,143.8,72.94,52.51,4.74,302.66,30.67,51.26,1.94
Bajra,178.13,42.75,89.89,5.38,740.49,35.39,52.25,1.92
Bajra,115.73,26.09,109.48,4.97,650.36,39.9,49.87,1.94
Bajra,176.49,59.42,62.92,5.0,493.81,32.18,40.96,1.81
Bajra,160.82,58.71,50.37,8.41,497.57,31.97,43.43,2.09
Bajra,122.09,21.64,92.28,6.52,594.06,31.18,54.98,1.84
Bajra,145.5,79.25,22.17,4.68,301.39,36.98,59.87,1.95
Bajra,174.38,79.11,79.5,5.16,305.11,36.58,42.07,2.06
Bajra,73.35,22.28,45.9,6.79,688.31,39.33,57.64,1.57
Bajra,88.79,33.47,40.63,4.53,317.3,30.7,57.98,2.09
Bajra,152.75,44.08,117.34,4.95,320.37,37.72,58.12,2.16
Bajra,86.0,70.25,109.75,5.4,742.37,30.71,46.75,1.8
Bajra,69.14,33.55,97.58,5.27,577.19,34.72,53.9,2.13
Bajra,62.85,49.87,20.72,6.65,381.1,38.2,47.88,1.81
Bajra,156.43,75.21,95.27,4.86,569.18,35.74,42.45,2.27
Bajra,145.19,47.5,110.77,6.95,739.85,28.69,55.6,1.63
Bajra,67.73,53.68,50.9,5.99,358.95,30.91,49.93,1.68
Bajra,123.34,80.69,84.09,6.77,380.03,38.88,47.68,2.15
Bajra,95.37,25.32,42.91,6.43,792.99,29.17,42.65,1.89
Bajra,159.7,39.18,51.85,7.17,416.06,32.81,58.88,1.55
Bajra,138.17,82.32,62.57,6.29,425.94,29.23,58.11,1.98
Bajra,62.17,71.93,73.3,5.57,683.23,28.32,51.42,2.11
Bajra,136.75,80.2,55.46,5.77,395.53,36.46,41.26,1.89
Bajra,121.46,27.35,43.78,7.87,435.45,36.64,42.79,1.79
Bajra,105.26,88.17,57.44,7.46,758.66,33.53,42.79,1.98
Bajra,116.34,69.57,45.44,7.69,729.98,29.84,41.87,1.8
Bajra,175.68,41.18,74.27,6.47,695.61,35.09,54.72,2.42
Bajra,67.76,34.63,43.45,5.18,515.71,35.61,56.59,1.78
Bajra,48.0,43.82,91.64,7.16,477.15,32.3,52.35,1.86
Bajra,86.7,55.24,98.44,7.44,780.02,31.3,57.67,1.63
Bajra,101.21,75.56,33.5,7.65,570.74,39.67,46.41,1.93
Bajra,57.55,60.92,36.83,5.72,308.99,34.09,47.96,2.07
Bajra,121.98,31.81,35.9,5.23,737.45,36.85,41.6,2.34
Bajra,89.37,75.71,113.38,6.12,475.18,37.06,50.67,2.03
Bajra,146.47,81.66,84.61,4.86,523.61,34.63,43.77,1.4
Bajra,78.29,40.12,77.34,6.88,772.88,37.52,44.91,2.06
Bajra,102.07,29.41,59.85,5.55,627.56,32.73,56.63,1.73
Bajra,174.8,45.29,39.42,4.77,715.52,32.11,56.78,2.15
Bajra,143.23,25.91,41.96,5.98,309.38,30.78,41.5,1.75
Bajra,81.7,52.46,28.68,6.87,400.4,35.43,42.69,1.98
Bajra,60.1,54.01,23.73,6.1,323.39,39.58,58.64,2.01
Bajra,156.33,23.84,117.56,7.98,500.12,39.08,54.97,1.89
Bajra,120.14,35.98,37.35,5.59,562.86,39.27,40.21,2.09
Bajra,160.03,67.13,40.56,7.97,345.07,37.91,53.18,2.07
Bajra,79.64,26.52,63.53,5.05,306.22,39.24,52.34,2.19
Bajra,165.99,40.14,111.54,5.29,400.02,29.19,46.98,2.1
Bajra,98.83,84.3,23.16,7.93,747.38,34.28,49.53,2.2
Bajra,127.31,23.15,47.74,6.21,404.21,31.01,45.85,2.16
Bajra,179.72,78.51,69.44,6.96,470.09,34.14,48.83,2.08
Bajra,163.51,40.09,41.92,5.73,394.39,31.6,43.66,2.01
Bajra,149.33,75.73,70.1,6.05,548.11,30.63,46.91,1.92
Bajra,63.17,81.19,97.27,5.98,427.76,34.84,59.95,2.06
Bajra,136.35,32.11,71.57,7.44,368.41,34.71,40.83,2.38
Bajra,40.45,43.72,70.09,5.85,433.11,35.83,59.59,2.17
Bajra,78.99,42.49,79.0,4.56,771.8,30.09,47.82,1.85
Bajra,114.71,38.33,62.73,5.72,699.04,34.98,44.41,2.16
Bajra,173.87,56.58,47.58,6.33,668.52,31.52,49.11,1.77
Bajra,103.19,65.63,105.61,8.01,498.09,32.5,50.84,1.99
Bajra,72.74,58.74,100.91,8.36,533.68,36.15,47.75,2.21
Bajra,52.2,46.09,71.75,6.94,333.57,35.91,57.65,2.07
Bajra,158.04,20.78,71.7,5.84,526.41,39.09,43.34,2.01
Bajra,93.91,40.3,43.62,6.15,648.75,35.8,56.75,2.04
Bajra,77.38,49.74,70.92,5.35,749.71,30.73,44.96,1.96
